,Tweets,len,ID,USER,userName,User Location,Language,Date,Source,Likes,Retweets,Geo,Coordinates,Place
1881,mr.President D. Trump I speak on behalf of the Brazilian people please investigate the embassy of brazil that made a party to receive the Bolsonaro killer that you know is disdaining the people and killing the population without helping with the convi19. https://t.co/yaAPZ2MCsw,278,1279597889082273798,JSCORPUSA,Jose G. Serrano.:,  Coral Gables/U.S.A.,,2020-07-05 02:08:05,Twitter Web App,0,0,,,
1882,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279596409835192327,joeorosz55,Joey O.,"St Paul, MN",,2020-07-05 02:02:12,Twitter for Android,0,474,,,
1883,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279595728378134529,joe_leics,Joe,,,2020-07-05 01:59:30,Twitter for Android,0,474,,,
1884,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279594798438121472,Simeagh,Sheela,Nowhere,,2020-07-05 01:55:48,Twitter for Android,0,474,,,
1885,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279594593747480576,hardbop34,Les Priest,East Ootsa,,2020-07-05 01:54:59,Twitter for iPhone,0,474,,,
1886,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279594078179438594,globalspectator,GlobalSpectator,"Melbourne, Australia",,2020-07-05 01:52:56,Twitter Web App,0,474,,,
1887,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279593687580884994,mikeafff,mike,,,2020-07-05 01:51:23,Twitter for iPhone,0,474,,,
1888,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279593357757612033,CayLibrary,Cay,,,2020-07-05 01:50:04,Twitter for iPad,0,474,,,
1889,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279593166421684224,ranumpowerplay,Brian Joseph Ranum,"Portland, Oregon, USA",,2020-07-05 01:49:19,Twitter for iPhone,0,474,,,
1890,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279592355239268352,_IAint_NoG00d,Beardu ♊,FL,,2020-07-05 01:46:05,Twitter for Android,0,474,,,
1891,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279591425697431552,DrdaveAnddee,Drdave Anddee,United States,,2020-07-05 01:42:24,Twitter for Android,0,474,,,
1892,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279590441390915585,ravins_the,The Ravins,,,2020-07-05 01:38:29,Twitter for iPad,0,474,,,
1893,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279589780091817990,Startrapper304,Startrapper,,,2020-07-05 01:35:51,Twitter for iPhone,0,474,,,
1894,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279588818337873920,worrg,dark,Croatia,,2020-07-05 01:32:02,Twitter for Android,0,474,,,
1895,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279588717167075328,_Ambercrombi,Amerikkka and Capitalists are Looters,"Stolen Land, Maryland",,2020-07-05 01:31:38,Twitter for iPhone,0,474,,,
1896,"Brazil is now the second country to reach 1 million #COVID19 cases after the US - And the virus is still spreading fast to remote areas, such as indigenous communities.  President Jair Bolsonaro needs to do more to protect the people of Brazil. Watch the video |#ProtectThePeople https://t.co/ZCgphbGQVp",303,1279588244460535808,DoctorChill,Michael,Oxfordshire,,2020-07-05 01:29:45,Twitter for Android,0,32,,,
1897,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279587858752376834,buddha_hapkido,Ky Jacoby 🌹,"Chicago, IL",,2020-07-05 01:28:13,Twitter for iPhone,0,474,,,
1898,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279587407948644352,AnaAnanobrega1,Ana Pereira,,,2020-07-05 01:26:26,Twitter for Android,0,474,,,
1899,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279586992150310912,nadsahasra,Nadin,Purgatory,,2020-07-05 01:24:47,Twitter for iPhone,0,474,,,
1900,President Bolsonaro and ministers celebrate U.S. #4thofJuly  in Brasilia capital of Brazil. 🇺🇸 Happy 4th 🎇 https://t.co/WxSFwufPzR,130,1279586948626223104,BarretVicente,Vicente Barret,Brasil,,2020-07-05 01:24:36,Twitter Web App,3,1,,,
1901,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279586847421689861,fyaipi,hadeh,,,2020-07-05 01:24:12,Twitter for Android,0,474,,,
1902,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279586845534404612,kavn,🦺BernieBro🌱Kavn🦺 📣🚗📣🚗#GeneralStrike🇺🇸🐦,"Here, Now 
🦺",,2020-07-05 01:24:12,Twitter Web App,0,474,,,
1903,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279586646170562560,JuanCLarach1,JCL,,,2020-07-05 01:23:24,Twitter for iPhone,0,474,,,
1904,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279586168930271232,CelesteT333,Celeste T,"Devon, United Kingdom ",,2020-07-05 01:21:30,Twitter for iPad,0,474,,,
1905,info@mail.whitehouse.gov mr.President D. Trump I speak on behalf of the Brazilian people please investigate the embassy of brazil that made a party to receive the Bolsonaro killer that you know is disdaining the people and killing the population without helping with the convi19.,279,1279585749378248704,JSCORPUSA,Jose G. Serrano.:,  Coral Gables/U.S.A.,,2020-07-05 01:19:50,Twitter Web App,0,0,,,
1906,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279584384702537728,arsalanarshad,Arsalan Arshad,"New South Wales, Australia",,2020-07-05 01:14:25,Twitter for iPhone,0,474,,,
1907,"15. Brazil submitted.   Trump welcomes a new friend to the table when Brazil elects their version of Trump with Bolsonaro as President. He submits (hands clasped in photo) &amp; quickly arrests Oprah’s best friend, spiritual advisor and accused trafficker, John of God.   #QAnon https://t.co/y4e2WO6HB3",302,1279584182914576384,t789redjaz,Ella_Moves🔥🇺🇸,"Phoenix, AZ",,2020-07-05 01:13:37,Twitter for iPhone,0,605,,,
1908,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279584180716724229,MissAbsinthe,Cassandra Tells You So,,,2020-07-05 01:13:36,Twitter Web App,0,474,,,
1909,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279584130884239361,JayneEdwards2,Gilet Jayne,United Kingdom,,2020-07-05 01:13:24,Twitter for Android,0,474,,,
1910,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279583936658714625,mramirez471,🤔...DigoYo...🧐,En algun lugar del Sur ,,2020-07-05 01:12:38,Twitter for Android,0,474,,,
1911,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279583867603689474,nude33762419,DEFINITIVAMENTE ESTE SUMMER,,,2020-07-05 01:12:22,Twitter for iPhone,0,474,,,
1912,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279583320930689026,wasnthip,nantucket bucket,dc,,2020-07-05 01:10:11,Twitter for iPhone,0,474,,,
1913,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279582253543120901,Lloydhart13,Lloyd hart,,,2020-07-05 01:05:57,Twitter for Android,0,474,,,
1914,"@BenjaminNorton Ben, Trump is the best President in US history. Bolsonaro is attempting to get rid of your deep state swamp, Cut taxes, ridding Brazil of economy killing regulations, exactly what Trump is doing. He is facing statis quo like you. I WONDER IF YOU WORK FOR BRAZIL'S DEEP STATE?",291,1279581922067468296,RoseRockSavior3,Howard Rosenstein,"Cape Coral, FL USA",,2020-07-05 01:04:38,Twitter Web App,0,0,,,
1915,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279581811400638465,acobasi,Anthoney Obasi,"Camden, New Jersey, USA",,2020-07-05 01:04:11,Twitter Web App,0,474,,,
1916,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279581703825092609,AlrikKain,KiloAlpha 🌹,,,2020-07-05 01:03:46,Twitter for Android,0,474,,,
1917,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279580685494300675,guga_coelho_,GUSTAVO COELHO MORETZSOHN,,,2020-07-05 00:59:43,Twitter Web App,0,474,,,
1918,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279580339258744833,War_Is_A_Racket,Bill Jackson Jr,Belly of The Beast,,2020-07-05 00:58:20,Twitter for iPhone,0,474,,,
1919,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279579733446066178,DanMKervick,Dan Kervick,"Bow, New Hampshire, USA",,2020-07-05 00:55:56,Twitter for iPhone,0,474,,,
1920,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279579558988189696,nachvillar,Nacho Villar,"Montevideo, Uruguay",,2020-07-05 00:55:14,Twitter for iPhone,0,474,,,
1921,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279579384333156352,rodriguezcheri,Heriberto Rodriguez,,,2020-07-05 00:54:33,Twitter for Android,0,474,,,
1922,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279578969944100866,milne63,Milne,Scotland,,2020-07-05 00:52:54,Twitter Web App,0,474,,,
1923,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279578587541188608,veganrebel_,🌹Ⓥ #BLM #NoJusticeNoPeace,"South East, England",,2020-07-05 00:51:23,Twitter for Android,0,474,,,
1924,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279578445010223105,freetesla11,m,,,2020-07-05 00:50:49,Twitter for iPhone,0,474,,,
1925,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279578406703828993,amariorla,Ana Rios,,,2020-07-05 00:50:40,Twitter for iPhone,0,474,,,
1926,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279577872949280769,borderman67,MarkoPolo,"Greenock, Scotland",,2020-07-05 00:48:32,Twitter for Android,0,474,,,
1927,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279575710630391808,michael53021960,Michael Marshall,Wales.,,2020-07-05 00:39:57,Twitter Web App,0,474,,,
1928,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279575273575505920,PParzival,PParzival #FreeAssange,Berlin,,2020-07-05 00:38:13,Twitter for Android,0,474,,,
1929,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279575069694390272,KateMichaelis2,Kate Michaelis,,,2020-07-05 00:37:24,Twitter Web App,0,474,,,
1930,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279572078488846337,7_kane4,👽 Intergalactic Misanthrope 📡,🌎,,2020-07-05 00:25:31,Twitter for Android,0,474,,,
1931,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279571934569656321,IusnP,🇮🇪🇨🇦🇨🇺🇬🇱IUSN Province of Pacifica🌹🌻🚩🍊,California ,,2020-07-05 00:24:57,Twitter Web App,0,474,,,
1932,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279571753514172418,3st3r,Ester 🏡🌅,,,2020-07-05 00:24:13,Twitter for Android,0,474,,,
1933,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279571197240291329,Truman_Town,Alan Parker -NOTHING FASTER THAN THE SPEED OF LIFE,Heartland USA,,2020-07-05 00:22:01,Twitter Web App,0,474,,,
1934,@realDonaldTrump Down here in BRAZIL if the hospitals testify the deaths from Chinese virus they receive more money.  Our Supreme Court has taken out of the hands from our President Bolsonaro the control of it.  The states and cities are free to over price.,257,1279570909670641666,mclaucarvalho,Maria Claudia Carval,,,2020-07-05 00:20:52,Twitter for Android,0,0,,,
1935,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279570676760948738,dszaig,karma police,,,2020-07-05 00:19:57,Twitter for Android,0,474,,,
1936,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279570520359436289,daanbeckers96,Daan,"Cali, Colombia",,2020-07-05 00:19:19,Twitter for iPhone,0,474,,,
1937,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279570009954619392,RealADuran,Cuba Es Ejemplo Mundial De Solidaridad,Earth,,2020-07-05 00:17:18,Twitter for iPhone,0,474,,,
1938,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279569999473127424,masilva74,maria,1312,,2020-07-05 00:17:15,Twitter for Android,0,474,,,
1939,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279569504649936896,AngrySipelebegu,Saut Situmorang,Between the lines,,2020-07-05 00:15:17,Twitter for Android,0,474,,,
1940,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279569485083619328,Brett_Fairchild,Brett ⌛️🕊,"Boston, MA",,2020-07-05 00:15:13,Twitter for iPhone,0,474,,,
1941,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279567669528846341,_DirtyTruths,Dirty Truths,UK/US,,2020-07-05 00:08:00,Twitter for Android,0,474,,,
1942,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279566957721915392,angeloninety7,Angelo,"The Hague, The Netherlands",,2020-07-05 00:05:10,Twitter for Android,0,474,,,
1943,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279566407013990401,SouthernGal918,☭ Boomer Socialist 🌹,"Fort Worth, Texas, USA",,2020-07-05 00:02:59,Twitter Web App,0,474,,,
1944,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279566216512843782,hongwu96,Hazara rights activist 🇨🇳🇮🇷,Alamut,,2020-07-05 00:02:13,Twitter Web App,0,474,,,
1945,"@nytimesworld @washingtonpost @BBCWorld @guardiannews @FT   Brazilian brown-nose president, Jair Bolsonaro, celebrating the 4th of July (?!) at the United States Embassy in Brasilia, Brazil. @STF_oficial https://t.co/fChJt4rPpH",227,1279565148647231489,julio_kaminski,Julio Copeland Kaminski🌐(TM),Brasil,,2020-07-04 23:57:59,Twitter for Android,0,0,,,
1946,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279565126002257920,AYetbaalbel,☀️RoRsChaCh🔥,Acidland,,2020-07-04 23:57:53,Twitter for Android,0,474,,,
1947,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279565028820058128,specialksworld,specialk,,,2020-07-04 23:57:30,Twitter for iPhone,0,474,,,
1948,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279564828416376837,Ahnonymust,Moustachioed Douche,The Universe! ,,2020-07-04 23:56:42,Twitter for Android,0,474,,,
1949,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279564144815923200,ayanna8765,M. Smith,US,,2020-07-04 23:53:59,Twitter for iPhone,0,474,,,
1950,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279563850480791553,Leganav,Leo Navarro,Madrid,,2020-07-04 23:52:49,Twitter Web App,0,474,,,
1951,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279563790779121665,vie_et_morte,Eadgaer Abdul Resistance,"Río Piedras, Puerto Rico",,2020-07-04 23:52:35,Twitter Web App,0,474,,,
1952,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279563488348835840,Damarys2206,Damarys,Caracas,,2020-07-04 23:51:23,Twitter for Android,0,474,,,
1953,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279563276758798338,ggohom,Luis Aury 🇻🇪 CITGO Monómeros Oro Esequibo,,,2020-07-04 23:50:32,Twitter Web App,0,474,,,
1954,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279563260371636226,miraclor78,Sara🔻,,,2020-07-04 23:50:29,Twitter for Android,0,474,,,
1955,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279563085787869186,Rells1977,Matthew Scott Roellig,"Madison, WI",,2020-07-04 23:49:47,Twitter for iPhone,0,474,,,
1956,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279562589127823361,GringoChavista,The Gringo Chavista,,,2020-07-04 23:47:49,Twitter for iPhone,0,474,,,
1957,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279562182645018624,aggantesde,ana garcia garcia,,,2020-07-04 23:46:12,Twitter Web App,0,474,,,
1958,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279562132049330176,blackfrootloops,⚡️Floatin bean⚡️,not writing tings in FL :/,,2020-07-04 23:46:00,Twitter for Android,0,474,,,
1959,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279562036691775490,JMooreBoston,Jeff Moore🌾🌹🌾,New England,,2020-07-04 23:45:37,Twitter for iPhone,0,474,,,
1960,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279561586043236353,DevrimciYol6,Isyan Devrim,World,,2020-07-04 23:43:49,Twitter Web App,0,474,,,
1961,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279561585044979712,SenseOf_OUTRAGE,SENSE💥OF💥OUTRAGE 🇮🇪#BernieOnTheBallot,🄻🄸🄼🄱🄾 #FreeAssange ,,2020-07-04 23:43:49,Twitter for Android,0,474,,,
1962,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279561347790000129,NikoSam4,niko sam,,,2020-07-04 23:42:53,Twitter Web App,0,474,,,
1963,"Brazil's fascist leader Bolsonaro is just thanking the US empire for installing him as president of the world's 6th-largest country, after it oversaw a coup against the elected Workers' Party gov  These imperial puppets don't even pretend to be independent https://t.co/5jDI6isRix",280,1279561279603118083,northsunm35,Ken Hanly,"Manitoba, Canada",,2020-07-04 23:42:36,Twitter Web App,0,474,,,
